"N°","Date debut","Date fin","Emplacement","Campagne","Commune","Zone","Format","Regie","Latitude","Longitude"
"4445","23-02-2024","17-03-2024","Nouveau marche de Marcory, face à Marcory","Pass foot 3","Marcory","Grand Abidjan","12 M²","EMERGENCE","5.300252","-3.975128"
"4446","23-02-2024","17-03-2024","Carrefour cours sevigne face grand carrefour Koumassi","Pass foot 3","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.293015","-3.978335"
"4447","23-02-2024","17-03-2024","Rue du Canal Carrefour Pharmacie Ste Marie Majeure face carrefour Perusia","Pass foot 3","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.277383","-3.971684"
"4448","23-02-2024","17-03-2024","Blvd de Marseille face restaurant St Germain","Pass foot 3","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.2749375","-3.9690081"
"4449","23-02-2024","17-03-2024","CLÔTURE GROUPE SCOLAIRE LAMARTINE FACE IMMEUBLE EVASION","Pass foot 3","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.30865","-3.989891"
"4450","23-02-2024","17-03-2024"," VGE face grd crf koumassi","Pass foot 3","Marcory","Grand Abidjan","12 M²","QUARTZ","5.294007","-3.978009"
"4451","23-02-2024","17-03-2024","BIETRY ZONE 4, PHARMACIE PERUSIA, RUE DU CANAL FACE RESTAURANT ITALIEN ","Pass foot 3","Marcory","Grand Abidjan","12 M²","EMERGENCE","5.280147","-3.976673"
"4452","23-02-2024","17-03-2024","Cercle du Rail (face Stat°Total côté cercle du rail)","Pass foot 3","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.326388","-4.02406"
"4453","23-02-2024","17-03-2024","Longchamp 2- face Cerle de la RAN -","Pass foot 3","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.325307","-4.0229"
"4454","23-02-2024","17-03-2024","CARREFOUR FINANCES FACE PALAIS DE JUSTICE ","Pass foot 3","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.327309","-4.02072"
"4455","23-02-2024","17-03-2024","Clôture Etat Major Cote Bibliothèque Nationale face forum Adjamé","Pass foot 3","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.33725","-4.0255233"
"4456","23-02-2024","17-03-2024","PORTAIL ENTRÉE CATHÉDRALE FACE PALAIS DE JUSTICE ","Pass foot 3","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.331756","-4.01953"
"4457","23-02-2024","17-03-2024","AU NIVEAU DE L'ANTENNE DE LA RADIO FACE HOPITAL","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","MELI’S COM","5.2633347","-3.963547"
"4458","23-02-2024","17-03-2024","Ancienne route Bassam Sens Aller Complexe Hôtelier Golf Anani face bassam","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.233694","-3.865608"
"4459","23-02-2024","17-03-2024","ADJOUFFOU 2ème ARRÊT SENS RETOUR FACE GONZAGUE ","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.243939","-3.924731"
"4460","23-02-2024","17-03-2024","Route vridi- carrefour Cimétière Municipal Port-Bouet- face Abbatoir","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.257251","-3.973036"
"4461","23-02-2024","17-03-2024","Route vridi- carrefour Cimétière Municipal Port-Bouet- face Petit bassam","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.257251","-3.973036"
"4462","23-02-2024","17-03-2024","Marché Port-bouet face pharmacie Djigui","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.2577248","-3.9646482"
"4463","23-02-2024","17-03-2024","hôpital général de port Bouet","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.262287","-3.963425"
"4464","23-02-2024","17-03-2024","Route de bassam akissi delta","Pass foot 3","Port-Bouet","Grand Abidjan","12 M²","EMERGENCE","5.2327065","-3.8623143"
"4465","23-02-2024","17-03-2024","Carrefour bimbresso face abidjan","Pass foot 3","Songon","Grand Abidjan","12 M²","QUARTZ","5.341589","-4.15002"
"4466","23-02-2024","17-03-2024","Crf Jacqueville face crf Jacqueville","Pass foot 3","Songon","Grand Abidjan","12 M²","QUARTZ","5.3191725","-4.2316534"
"4467","23-02-2024","17-03-2024","Crf jacqueville Face jacqueville","Pass foot 3","Songon","Grand Abidjan","12 M²","QUARTZ","5.3192636","-4.2316741"
"4468","23-02-2024","17-03-2024","VGE FACE IVOSEP CÔTÉ GARE DE BASSAM SENS ALLER PALAIS DES SPORTS ","Pass foot 3","Treichville","Grand Abidjan","12 M²","MELI’S COM","5.2991483","-4.0003017"
"4469","23-02-2024","17-03-2024","carrefour 2ème arrondissement en venant du VGE","Pass foot 3","Treichville","Grand Abidjan","12 M²","MELI’S COM","5.3057571","-4.0151998"
"4470","23-02-2024","17-03-2024","Carrefour Nanan Yamousso Shell ( côté SEMI FOFANA)","Pass foot 3","Treichville","Grand Abidjan","12 M²","PUBLISTAR","5.30928","-4.005969"
"4471","23-02-2024","17-03-2024","MONTEE DU PONT DEGAULLE JARDIN FACE BIAFRA (BAE)","Pass foot 3","Treichville","Grand Abidjan","12 M²","PUBLISTAR","5.312306","-4.007012"
"4472","23-02-2024","17-03-2024","Treichville - station shell face solibra","Pass foot 3","Treichville","Grand Abidjan","12 M²","QUARTZ","5.298374","-4.001747"
"4473","23-02-2024","17-03-2024","carrefour bar vert voody face au maquis chez nous","Pass foot 3","Yamoussoukro ","Interieur","12 M²","QUARTZ","6.8201","-5.259261"
"4474","23-02-2024","17-03-2024"," carrefour phamacie des lacs face gare routière","Pass foot 3","Yamoussoukro ","Interieur","12 M²","QUARTZ","6.816027","-5.274099"
"4475","23-02-2024","17-03-2024","Entrée par Toumodi face centre ville","Pass foot 3","Yamoussoukro ","Interieur","12 M²","QUARTZ","6.7687467","-5.2306467"
"4476","23-02-2024","17-03-2024","Carrefour INPHB face INPHB F1","Pass foot 3","Yamoussoukro ","Interieur","12 M²","QUARTZ","6.865739","-5.245042"
"4477","23-02-2024","17-03-2024"," Carrefour hotel AHO/ATTOUGBLAN quartier millionnaire","Pass foot 3","Yamoussoukro ","Interieur","12 M²","QUARTZ","6.801689","-5.246803"
"4478","23-02-2024","17-03-2024","PHILIPE MANGOU ANDOKOI","Pass foot 3","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.360863","-4.070912"
"4479","23-02-2024","17-03-2024","APRES LE CARREFOUR SAPEUR POMPIER AU NIVEAU DU MAQUIS DIAMANT BLEU FACE TERMINUS DU BUS 85","Pass foot 3","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.326097","-4.059822"
"4480","23-02-2024","17-03-2024","Rue princesse sens aller phcie KENEYA","Pass foot 3","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.346677","-4.071594"
"4481","23-02-2024","17-03-2024","DF Terrain figayo direction ,sens siporex","Pass foot 3","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.3496482","-4.0732039"
"4482","23-02-2024","17-03-2024","Ficgayo shell face siporex","Pass foot 3","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.350936","-4.0735"
"4483","23-02-2024","17-03-2024","Dabou Aller voir au niveau du cimetierre municipal face gesco","Pass foot 3","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.34758","-4.105755"
"4484","23-02-2024","17-03-2024","Ficgayo shell face cosmos","Pass foot 3","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.35084","-4.073496"
"4485","23-02-2024","17-03-2024","Guicharolain face mami adjaoua","Pass foot 3","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.3491517","-4.09518"
"4486","23-02-2024","17-03-2024","Carrefour CHU F1 (face port bouet 2)","Pass foot 3","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.358605","-4.084972"
"4487","23-02-2024","17-03-2024","Niangon sud à gauche montée côté pharmacie theodora   ","Pass foot 3","Yopougon","Grand Abidjan","12 M²","MEDIAWAYS","5.317459","-4.094682"
"4488","23-02-2024","17-03-2024","Axe carrefour phcie Bel Air-carrefour sable apres la station Shell","Pass foot 3","Yopougon","Grand Abidjan","12 M²","EMERGENCE","5.353841","-4.064226"
"4489","11-02-2024","10-03-2024","Carrefour chateau F2 face agence moov","Victoire éléphants","Abengourou","Interieur","12 M²","QUARTZ","6.7267156","-3.4978107"
"4490","11-02-2024","10-03-2024","Rond point Marché","Victoire éléphants","Abengourou","Interieur","12 M²","QUARTZ","6.7269079","-3.49785"
"4491","11-02-2024","10-03-2024","Hotel kirman F1 face collège reine noufan (1)","Victoire éléphants","Abengourou","Interieur","12 M²","QUARTZ","6.736595","-3.497974"
"4492","11-02-2024","10-03-2024","Gare de taxi F1 face station petroci","Victoire éléphants","Abengourou","Interieur","12 M²","QUARTZ","6.7422782","-3.5054139"
"4493","11-02-2024","10-03-2024","Carrefour dunhill F1 face gare routière","Victoire éléphants","Abengourou","Interieur","12 M²","QUARTZ","6.7280706","-3.5082801"
"4494","11-02-2024","10-03-2024","Carrefour cave des rois face hotel royaume","Victoire éléphants","Abengourou","Interieur","12 M²","QUARTZ","6.723716","-3.507495"
"4495","11-02-2024","10-03-2024","route casse aller face zoo","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.405793","-4.016761"
"4496","11-02-2024","10-03-2024","Route casse retour F2 face abobo","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.40145","-4.01974"
"4497","11-02-2024","10-03-2024","N'dotre station ola-face supermache bon prix-face 1","Victoire éléphants","Abobo","Grand Abidjan","12 M²","MEDIAWAYS","5.443717","-4.056013"
"4498","11-02-2024","10-03-2024","Pharmacie Mili face marché de nuit F1 axe carrefour agripac - anyama voir au niveau de la pharmacie","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.448153","-4.050957"
"4499","11-02-2024","10-03-2024","Carrefour CIE Ex Carrefour Maténé F2 (face quartier BC) route de quartier BC","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.440098","-4.020449"
"4500","11-02-2024","10-03-2024","Boulangerie alback face samanke","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.42779","-3.9894478"
"4501","11-02-2024","10-03-2024","Dokoui aller ORANGE F2 face zoo route du zoo voir avant carrefour dokoui***","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.39588","-4.006219"
"4502","11-02-2024","10-03-2024","PK 18 F2 face nouvelle gare axe andokoi - anyama voir près lavage auto avant carrefour agripac","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.441713","-4.047247"
"4503","11-02-2024","10-03-2024","Dokoui retour F1 (face samaké)","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.401994","-4.00655"
"4504","11-02-2024","10-03-2024","au niveau du carrefour Kobakro face n'dotre","Victoire éléphants","Abobo","Grand Abidjan","12 M²","QUARTZ","5.453318","-4.071651"
"4505","11-02-2024","10-03-2024","Au niveau de depot sotra sur l axe de l autoroute de la voie express en allant au carrefour AGRIPARC	","Victoire éléphants","Abobo","Grand Abidjan","12 M²","A com","5.439125","-4.043612"
"4506","11-02-2024","10-03-2024","Derrière Rail  Pharmacie Espérance","Victoire éléphants","Abobo","Grand Abidjan","12 M²","PUBLISTAR","5.424487","-4.023922"
"4507","11-02-2024","10-03-2024","Axe Forêt du banco face n'dotré ","Victoire éléphants","Abobo","Grand Abidjan","12 M²","SELFIE MEDIA","5.4259829","-4.0714257"
"4508","11-02-2024","10-03-2024","carrefour Diallo non loin de bleu blanc sens aller ndotré","Victoire éléphants","Abobo","Grand Abidjan","12 M²","MELI’S COM","5.443667","-4.061578"
"4509","11-02-2024","10-03-2024","Entrée de la ville face à Assouba","Victoire éléphants","Aboisso","Interieur","12 M²","EMERGENCE","5.466431","-3.218742"
"4510","11-02-2024","10-03-2024","Après entrée résidence Adou Mélétchi, au pied de la côte face au grand carrefour","Victoire éléphants","Aboisso","Interieur","12 M²","EMERGENCE","5.471997","-3.204065"
"4511","11-02-2024","10-03-2024","Entrée ville par noé au niveau de la bananeraie","Victoire éléphants","Aboisso","Interieur","12 M²","EMERGENCE","5.463392","-3.205075"
"4512","11-02-2024","10-03-2024","Clôture ancienne OIPR face macaci","Victoire éléphants","Adjame","Grand Abidjan","12 M²","MEDIAWAYS","5.394786","-4.021051"
"4513","11-02-2024","10-03-2024","MONUMENT DES MARTYRS FACE PLATEAU","Victoire éléphants","Adjame","Grand Abidjan","12 M²","QUARTZ","5.347997","-4.013588"
"4514","11-02-2024","10-03-2024","Montée Williamsville sur la droite F1 face agban","Victoire éléphants","Adjame","Grand Abidjan","12 M²","QUARTZ","5.364587","-4.019192"
"4515","11-02-2024","10-03-2024","Axe carrefour willy-Zoo, face Zoo N°1-FACE 1","Victoire éléphants","Adjame","Grand Abidjan","12 M²","EMERGENCE","5.36814","-4.013522"
"4516","11-02-2024","10-03-2024","Route Agban pharmacie Sarah","Victoire éléphants","Adjame","Grand Abidjan","12 M²","PUBLISTAR","5.3569828","-4.0158503"
"4517","11-02-2024","10-03-2024","Montée sapeurs pompiers indenié, côté Agence CNPS Adjamé","Victoire éléphants","Adjame","Grand Abidjan","12 M²","PUBLISTAR","5.3416655","-4.0220063"
"4518","11-02-2024","10-03-2024","Williamsville-face crs 1-face 1 ","Victoire éléphants","Adjame","Grand Abidjan","12 M²","MEDIAWAYS","5.368142","-4.025817"
"4519","11-02-2024","10-03-2024","RENAULT AXE CARREFOUR RENAULT - Immeuble Mirador au niveau de l'église ministère de la montagne de feu ","Victoire éléphants","Adjame","Grand Abidjan","12 M²","MELI’S COM","5.356533","-4.023807"
"4520","11-02-2024","10-03-2024","Au feu du carrefour 2 plateaux face regardant Adjamé face de droite","Victoire éléphants","Adjame","Grand Abidjan","12 M²","SELFIE MEDIA","5.365249","-4.016069"
"4521","11-02-2024","10-03-2024","Ancienne Gare , 100 mètres CHR , rive opposée à la boulangerie Bo Pain, 100 mètres de la station Shell ( Face A )","Victoire éléphants","Adzopé","Interieur","12 M²","MEDIAWAYS","6.100074","-3.858596"
"4522","11-02-2024","10-03-2024","Route du stade ( Face B )","Victoire éléphants","Adzopé","Interieur","12 M²","MEDIAWAYS","6.1015","-3.85748"
"4523","11-02-2024","10-03-2024","Route Ebimpé au niveau du stade face N'dotre ","Victoire éléphants","Anyama","Grand Abidjan","12 M²","QUARTZ","5.476867","-4.071463"
"4524","11-02-2024","10-03-2024","Route de ebimpe au niveau du stade Face anyama","Victoire éléphants","Anyama","Grand Abidjan","12 M²","QUARTZ","5.476875","-4.071463"
"4525","11-02-2024","10-03-2024","ASS-31 ENTRÉE ASSINIE MAFIA EN PROVENANCE D'ASSOUINDÉ, APRES LE PONT - CÔTÉ DROIT (EN FACE I LOVE ASSINIE)","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.142046","-3.30424"
"4526","11-02-2024","10-03-2024","ASS-13 ROUTE D'ASSINIE PK12 COTE DROIT DIRECTION ASSOUINDE-ASSINIE MAFIA (FACE ASS-14)","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.150505","-3.365206"
"4527","11-02-2024","10-03-2024","ASS-31 ENTRÉE ASSINIE MAFIA EN PROVENANCE D'ASSOUINDÉ, APRES LE PONT - CÔTÉ DROIT (EN FACE I LOVE ASSINIE)","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.142046","-3.30424"
"4528","11-02-2024","10-03-2024","ASS-32 SORTIE ASSINIE MAFIA AVANT LE PONT FACE I LOVE ASSINE CÔTÉ GAUCHE DIRECTION ASSOUINDÉ","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.141994","-3.3035"
"4529","11-02-2024","10-03-2024","ASS-21 APRES LE ROND POINT D'ASSOUNDE COTE GAUCHE DIRECTION ASSOUNDE-ASSINIE MAFIA COTE OPPOSE DE ASS-5 ET ASS-6","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.17096","-3.473712"
"4530","11-02-2024","10-03-2024","ASS-8 SOUMARAI COTE GAUCHE DIRECTION SAMO-ASSOUIDE (FACE ASS-7)","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.266854","-3.490519"
"4531","11-02-2024","10-03-2024","ASS-3 APRÈS PK05 CÔTE DROIT DIRECTION ASSOUINDÉ-ASSINIE FACE ASSOUINDÉ","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.158996","-3.427639"
"4532","11-02-2024","10-03-2024","ASS-7 SOUMARAI COTE DROIT DIRECTION ASSOUIDE-SAMO (FACE ASS-8)","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.142614","-3.311231"
"4533","11-02-2024","10-03-2024","ASS-30 APRES LE PONT D'ASSINIE MAFIA DIRECTION ASSINIE MAFIA - ASSOUINDÉ CÔTÉ DROIT (ASS-29)","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.142614","-3.311231"
"4534","11-02-2024","10-03-2024","ASS.29 AVANT LE PONT D'ASSINIE MAFIA COTE GAUCHE DIRECTION ASSOUINDE ASSINIE MAFIA FACE ASSOUINDE ","Victoire éléphants","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.142614","-3.311072"
"4535","11-02-2024","10-03-2024","LOCODJRO-CITE ADOHA-FACE 1","Victoire éléphants","Attécoube","Grand Abidjan","12 M²","MEDIAWAYS","5.328112","-4.036562"
"4536","11-02-2024","10-03-2024","Attecoube-Banco shell F2 face adjame","Victoire éléphants","Attécoube","Grand Abidjan","12 M²","QUARTZ","5.358135","-4.050377"
"4537","11-02-2024","10-03-2024","Banco 1 Face yop","Victoire éléphants","Attécoube","Grand Abidjan","12 M²","QUARTZ","5.358599","-4.047676"
"4538","11-02-2024","10-03-2024","Banco face Shell Face yop","Victoire éléphants","Attécoube","Grand Abidjan","12 M²","QUARTZ","5.358135","-4.050377"
"4539","11-02-2024","10-03-2024","Carrefour marché attecoubé face mosquée ","Victoire éléphants","Attécoube","Grand Abidjan","12 M²","PUBLISTAR","5.349062","-4.034547"
"4540","11-02-2024","10-03-2024","Entrée Bingerville sur la cote avant careffour Feh Kessé face faya","Victoire éléphants","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.3744517","-3.9169"
"4541","11-02-2024","10-03-2024","Axe principal clôture lycée mami fêtai face EMPT**","Victoire éléphants","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.361028","-3.895593"
"4542","11-02-2024","10-03-2024","AXE CARREFOUR DU MARCHE SICOGI 2 FACE CARREFOUR MARCHE","Victoire éléphants","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.355465","-3.886875"
"4543","11-02-2024","10-03-2024","AXE CARREFOUR DU MARCHÉ SICOGI 2 FACE SICOGI ","Victoire éléphants","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.355433","-3.886875"
"4544","11-02-2024","10-03-2024","Après le marché au niveau de la boulangerie star pain+ face au marché**	","Victoire éléphants","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.354128","-3.879227"
"4545","11-02-2024","10-03-2024","Akouai santé après le marché face au carrefour","Victoire éléphants","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.3483164","-3.8687344"
"4546","11-02-2024","10-03-2024","Aghien au niveau de l'anader ","Victoire éléphants","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.3609033","-3.8751167"
"4547","11-02-2024","10-03-2024","Centre ville face au quartier résidentiel face marché","Victoire éléphants","Bondoukou","Interieur","12 M²","EMERGENCE","8.018479","-2.814294"
"4548","11-02-2024","10-03-2024","Carrefour honoré de Balzac face bouna","Victoire éléphants","Bondoukou","Interieur","12 M²","EMERGENCE","8.056427","-2.811532"
"4549","11-02-2024","10-03-2024","Entrée Ville par Dimbokro, rive opposée au terrain municipal (Face A)	","Victoire éléphants","Bongouanou","Interieur","12 M²","MEDIAWAYS","6.6566","-4.21545"
"4550","11-02-2024","10-03-2024","Carrefour Marché, fin clôture SGBCI, 100 mètres de NSIA Banque (Face B)","Victoire éléphants","Bongouanou","Interieur","12 M²","MEDIAWAYS","6.6468","-4.20148"
"4551","11-02-2024","10-03-2024","Centre ville , Rive opposée au siège Orange Bonoua – Station Total , Rue des Banque face NSIA (Face A)","Victoire éléphants","Bonoua","Grand Abidjan","12 M²","MEDIAWAYS","5.272783","-3.59239"
"4552","11-02-2024","10-03-2024","Entrée ville face église catholique carrefour hôtel Nirala (Face A)","Victoire éléphants","Bonoua","Grand Abidjan","12 M²","MEDIAWAYS","5.257624","-3.610556"
"4553","11-02-2024","10-03-2024","BON-19 APRES AGRIVAR COTE DROIT DIRECTION BONOUA - SAMO (FACE BON-22)","Victoire éléphants","Bonoua","Grand Abidjan","12 M²","CONNEXION COM","5.280462","-3.525989"
"4554","11-02-2024","10-03-2024","Rond point du quartier Coco","Victoire éléphants","Bouafle","Interieur","12 M²","EMERGENCE","6.982503","-5.74591"
"4555","11-02-2024","10-03-2024","Clôture collège moderne","Victoire éléphants","Bouafle","Interieur","12 M²","EMERGENCE","6.993759","-5.75566"
"4556","11-02-2024","10-03-2024","Entrée ville nouveau rond point sens aller daloa et zuénoula","Victoire éléphants","Bouafle","Interieur","12 M²","EMERGENCE","6.976237","-5.736176"
"4557","11-02-2024","10-03-2024","Carrefour Chu F2 face Cathedrale (KOKO IMMEUBLE KATILE face Cathédrale)","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.69564","-5.032859"
"4558","11-02-2024","10-03-2024","Carrefour CHU F1 face Chu","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.69564","-5.032859"
"4559","11-02-2024","10-03-2024","Koko station total F2 face n'gattakro","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.684532","-5.036008"
"4560","11-02-2024","10-03-2024","Bouaké (Agence OCI F2 face Stade )","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.683518","-5.031348"
"4561","11-02-2024","10-03-2024","Hotel LA grâce  F1 face commerce","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.667707","-5.02779"
"4562","11-02-2024","10-03-2024","Résidence Soro F1 face résidence","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.711703","-5.04513"
"4563","11-02-2024","10-03-2024","clôture ancien stade face sitarail","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.694907","-5.027888"
"4564","11-02-2024","10-03-2024","Gonfreville marche F1 face aéroport","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.725852","-5.05807"
"4565","11-02-2024","10-03-2024","pharmacie kenya F2 face CNPS","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.712905","-5.035611"
"4566","11-02-2024","10-03-2024","Pharmacie keneya F1 face Sakabo","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.712905","-5.035611"
"4567","11-02-2024","10-03-2024","Grand carrefour Dar el salam F2 face centre ville","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.724281","-5.028126"
"4568","11-02-2024","10-03-2024"," Carrefour feux madone simple face Carrefour","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.680293","-5.037538"
"4569","11-02-2024","10-03-2024","Grand carrefour Dar el salam F1 face katiola","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.724281","-5.028126"
"4570","11-02-2024","10-03-2024","sortie par katiola face katiola","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.742864","-5.035123"
"4571","11-02-2024","10-03-2024","tchelekro F1 face béoumi","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.683569","-5.094204"
"4572","11-02-2024","10-03-2024","axe consulat du Burkina (près de la mosquée) face marché de gros","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.695981","-5.026679"
"4573","11-02-2024","10-03-2024","Axe consulat du Burkina (près de la mosquée) face marché centrale","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.695981","-5.026679"
"4574","11-02-2024","10-03-2024","Tchelekro  F2 face campus 2","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.683569","-5.0942204"
"4575","11-02-2024","10-03-2024","Consulat du Mali F1 face cathedrale","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.694907","-5.027888"
"4576","11-02-2024","10-03-2024","Gare de m'bahiakro EX clôture chambre des métiers face St Camille f1 face pont djibo","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.690585","-5.020935"
"4577","11-02-2024","10-03-2024","Feux kennedy  F2 face air France","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.68897","-5.010449"
"4578","11-02-2024","10-03-2024","Feux kennedy F1 face L J filles","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.68897","-5.010449"
"4579","11-02-2024","10-03-2024","Carrefour Victor Hugo Face Nimbo","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.672571","-5.016846"
"4580","11-02-2024","10-03-2024","Trenou F1 face corridor","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.649676","-5.027434"
"4581","11-02-2024","10-03-2024","Corridor sud,route de Tiébissou face djébonoua","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.632709","-5.029427"
"4582","11-02-2024","10-03-2024","Agence OCI F1 face sococe","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.6843305","-5.0309526"
"4583","11-02-2024","10-03-2024","Corridor sud,route de Tiébissou face centre ville","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.63485","-5.02834"
"4584","11-02-2024","10-03-2024"," clôture ancien stade face sitarail","Victoire éléphants","Bouaké","Interieur","12 M²","QUARTZ","7.683783","-5.040745"
"4585","11-02-2024","10-03-2024","Cocody pharmacie mimosas face sodefor","Victoire éléphants","Cocody","Grand Abidjan","12 M²","QUARTZ","5.349048","-4.000134"
"4586","11-02-2024","10-03-2024","Axe CHU d'Angré DJOROGOBITE","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Cameleon ","5.4189632","-3.9721671"
"4587","11-02-2024","10-03-2024","Axe DJOROGOBITE - CHU d'angre","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Cameleon ","5.397681","-3.942192"
"4588","11-02-2024","10-03-2024","Boulevard Mitterand vers socoprix sens aller riviera palmeraie","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Cameleon ","5.36364","-3.955001"
"4589","11-02-2024","10-03-2024","Lauriers 9 sens Abattar face bon prix","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Cameleon ","5.363579","-3.933822"
"4590","11-02-2024","10-03-2024","Latrille Carrefour Duncan face PASSPORT BIOMETRIQUE direction Sococé","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.3767298","-3.9983863"
"4591","11-02-2024","10-03-2024","Sortie siège OCI direction Golf Hôtel","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PYRAMIDE MEDIA","5.3315997","-3.9699939"
"4592","11-02-2024","10-03-2024","Entrée siège OCI retour Golf Hôtel","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PYRAMIDE MEDIA","5.33168","-3.97018"
"4593","11-02-2024","10-03-2024","Orange village sens Hotel du golf ==> Orange CI COCODY ROUTE DU GOLF FACE GOLFE","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Cameleon ","5.331713","-3.970319"
